UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,datetime,plant,temperature,humidity,rainfall,temp_gap,humidity_stress
839,H30252,H,296.6,307.4,1406,41.5,189,0,0,0,0,0,0,2023-02-04 22:00:00,Plant_A,31.61,86.4,1.0,2.6399999999999864,0.8640000000000001
840,M15699,M,296.5,307.4,1565,43.5,194,0,0,0,0,0,0,2023-02-04 23:00:00,Plant_A,32.65,51.23,0.5,1.6000000000000227,0.5123
841,L48020,L,296.6,307.5,1582,37.9,197,0,0,0,0,0,0,2023-02-05 00:00:00,Plant_A,20.26,58.61,1.0,14.090000000000032,0.5861
842,L48021,L,296.6,307.5,1439,45.5,199,0,0,0,0,0,0,2023-02-05 01:00:00,Plant_A,33.27,61.6,0.0,1.080000000000041,0.616
843,M15702,M,296.6,307.5,1566,35.0,201,0,0,0,0,0,0,2023-02-05 02:00:00,Plant_A,23.56,61.97,2.0,10.79000000000002,0.6197
844,L48023,L,296.6,307.5,1485,42.7,204,0,0,0,0,0,0,2023-02-05 03:00:00,Plant_A,39.22,70.65,0.2,-4.8700000000000045,0.7065
845,L48024,L,296.5,307.5,1566,35.1,206,0,0,0,0,0,0,2023-02-05 04:00:00,Plant_A,22.97,87.15,0.5,11.379999999999995,0.8715
846,L48025,L,296.3,307.3,1439,41.5,208,0,0,0,0,0,0,2023-02-05 05:00:00,Plant_A,28.29,52.03,0.0,5.860000000000014,0.5203
847,M15706,M,296.4,307.4,1416,50.0,210,0,0,0,0,0,0,2023-02-05 06:00:00,Plant_A,21.71,46.08,0.2,12.54000000000002,0.4608
848,L48027,L,296.4,307.4,2833,5.6,213,1,0,0,1,0,0,2023-02-05 07:00:00,Plant_A,39.94,49.87,0.0,-5.689999999999998,0.4987
849,L48028,L,296.3,307.4,1465,47.1,215,0,0,0,0,0,0,2023-02-05 08:00:00,Plant_A,30.04,84.35,1.0,4.2099999999999795,0.8434999999999999
850,H30263,H,296.4,307.4,1586,35.5,0,0,0,0,0,0,0,2023-02-05 09:00:00,Plant_A,31.91,72.29,0.0,2.339999999999975,0.7229000000000001
851,L48030,L,296.3,307.3,1567,31.4,5,0,0,0,0,0,0,2023-02-05 10:00:00,Plant_A,21.34,54.3,0.2,12.81000000000006,0.5429999999999999
852,M15711,M,296.2,307.2,1389,48.6,7,0,0,0,0,0,0,2023-02-05 11:00:00,Plant_A,35.0,80.8,1.0,-0.9499999999999886,0.8079999999999999
853,M15712,M,296.3,307.3,1368,49.5,10,0,0,0,0,0,0,2023-02-05 12:00:00,Plant_A,24.2,83.07,0.0,9.950000000000045,0.8306999999999999
854,L48033,L,296.3,307.3,1444,49.0,13,0,0,0,0,0,0,2023-02-05 13:00:00,Plant_A,37.96,82.33,0.0,-3.8099999999999454,0.8233
855,M15714,M,296.3,307.3,1498,41.6,15,0,0,0,0,0,0,2023-02-05 14:00:00,Plant_A,24.1,85.95,0.0,10.050000000000011,0.8595
856,L48035,L,296.1,307.2,1615,30.8,18,0,0,0,0,0,0,2023-02-05 15:00:00,Plant_A,23.81,52.61,0.0,10.240000000000009,0.5261
857,L48036,L,296.1,307.1,1898,22.7,20,0,0,0,0,0,0,2023-02-05 16:00:00,Plant_A,20.73,77.75,0.2,13.220000000000027,0.7775
858,M15717,M,296.1,307.1,1350,53.3,22,0,0,0,0,0,0,2023-02-05 17:00:00,Plant_A,29.44,63.03,0.2,4.510000000000048,0.6303
859,M15718,M,296.2,307.0,1516,37.6,25,0,0,0,0,0,0,2023-02-05 18:00:00,Plant_A,31.3,82.1,0.2,2.5500000000000114,0.821
860,H30273,H,296.2,307.0,1542,40.6,28,0,0,0,0,0,0,2023-02-05 19:00:00,Plant_A,21.31,76.42,1.0,12.54000000000002,0.7642
861,H30274,H,296.1,306.9,1541,32.6,33,0,0,0,0,0,0,2023-02-05 20:00:00,Plant_A,35.51,78.82,2.0,-1.759999999999991,0.7881999999999999
862,M15721,M,296.1,306.9,1951,23.3,38,0,0,0,0,0,0,2023-02-05 21:00:00,Plant_A,29.07,72.81,2.0,4.680000000000007,0.7281
863,H30276,H,296.1,306.8,1645,31.0,41,0,0,0,0,0,0,2023-02-05 22:00:00,Plant_A,30.49,48.87,0.0,3.160000000000025,0.48869999999999997
864,L48043,L,296.0,306.7,1416,44.2,46,0,0,0,0,0,0,2023-02-05 23:00:00,Plant_A,28.82,67.25,0.2,4.730000000000018,0.6725
865,M15724,M,296.0,306.7,2044,22.3,48,0,0,0,0,0,0,2023-02-06 00:00:00,Plant_A,28.02,89.23,1.0,5.53000000000003,0.8923000000000001
866,L48045,L,295.9,306.6,1414,50.2,51,0,0,0,0,0,0,2023-02-06 01:00:00,Plant_A,31.19,86.87,0.0,2.2600000000000477,0.8687
867,L48046,L,295.9,306.6,1678,26.7,53,0,0,0,0,0,0,2023-02-06 02:00:00,Plant_A,23.1,42.16,0.0,10.350000000000023,0.4216
868,H30281,H,295.9,306.5,1594,33.2,55,0,0,0,0,0,0,2023-02-06 03:00:00,Plant_A,23.64,48.24,1.0,9.710000000000036,0.4824
869,M15728,M,295.8,306.5,1514,37.7,60,0,0,0,0,0,0,2023-02-06 04:00:00,Plant_A,37.24,46.59,2.0,-3.8899999999999864,0.46590000000000004
870,L48049,L,295.8,306.5,1358,49.2,63,0,0,0,0,0,0,2023-02-06 05:00:00,Plant_A,38.92,76.3,2.0,-5.569999999999993,0.763
871,L48050,L,295.8,306.4,1325,56.2,65,0,0,0,0,0,0,2023-02-06 06:00:00,Plant_A,27.47,80.89,0.0,5.779999999999973,0.8089
872,L48051,L,295.8,306.4,1339,53.2,67,0,0,0,0,0,0,2023-02-06 07:00:00,Plant_A,25.41,50.68,0.0,7.839999999999975,0.5068
873,M15732,M,295.8,306.4,1335,51.7,69,0,0,0,0,0,0,2023-02-06 08:00:00,Plant_A,32.88,65.29,0.0,0.37000000000000455,0.6529
874,L48053,L,295.9,306.4,1892,21.7,72,0,0,0,0,0,0,2023-02-06 09:00:00,Plant_A,28.17,82.04,0.0,5.079999999999984,0.8204
875,L48054,L,295.9,306.4,1575,28.5,74,0,0,0,0,0,0,2023-02-06 10:00:00,Plant_A,20.51,76.64,0.0,12.740000000000009,0.7664
876,M15735,M,295.8,306.3,1444,45.5,76,0,0,0,0,0,0,2023-02-06 11:00:00,Plant_A,23.12,67.11,0.0,10.03000000000003,0.6711
877,L48056,L,295.7,306.3,1915,22.4,79,0,0,0,0,0,0,2023-02-06 12:00:00,Plant_A,34.32,69.52,0.0,-1.169999999999959,0.6951999999999999
878,M15737,M,295.6,306.2,1584,33.6,81,0,0,0,0,0,0,2023-02-06 13:00:00,Plant_A,33.18,65.42,0.5,-0.12999999999999545,0.6542
879,M15738,M,295.7,306.3,1685,34.9,84,0,0,0,0,0,0,2023-02-06 14:00:00,Plant_A,20.54,54.88,1.0,12.610000000000014,0.5488000000000001
880,L48059,L,295.8,306.3,1337,54.6,87,0,0,0,0,0,0,2023-02-06 15:00:00,Plant_A,24.44,68.25,0.0,8.710000000000036,0.6825
881,M15740,M,295.8,306.3,1235,76.2,89,1,0,0,1,0,0,2023-02-06 16:00:00,Plant_A,24.62,74.44,0.0,8.53000000000003,0.7444
882,L48061,L,295.7,306.2,1464,46.2,92,0,0,0,0,0,0,2023-02-06 17:00:00,Plant_A,33.44,83.67,0.2,-0.38999999999998636,0.8367
883,M15742,M,295.7,306.2,1739,25.9,94,0,0,0,0,0,0,2023-02-06 18:00:00,Plant_A,20.39,71.81,0.0,12.660000000000025,0.7181000000000001
884,L48063,L,295.7,306.3,1490,34.3,97,0,0,0,0,0,0,2023-02-06 19:00:00,Plant_A,22.08,78.06,2.0,11.07000000000005,0.7806000000000001
885,L48064,L,295.8,306.4,1356,48.0,99,0,0,0,0,0,0,2023-02-06 20:00:00,Plant_A,36.0,48.0,2.0,-2.75,0.48
886,L48065,L,295.7,306.2,1397,52.0,101,0,0,0,0,0,0,2023-02-06 21:00:00,Plant_A,23.57,63.08,2.0,9.480000000000018,0.6308
887,L48066,L,295.7,306.2,1458,40.6,103,0,0,0,0,0,0,2023-02-06 22:00:00,Plant_A,33.05,40.47,0.2,0.0,0.4047
888,H30301,H,295.7,306.2,2161,16.5,105,0,0,0,0,0,0,2023-02-06 23:00:00,Plant_A,24.76,52.33,2.0,8.29000000000002,0.5233
889,M15748,M,295.6,306.1,1651,28.1,110,0,0,0,0,0,0,2023-02-07 00:00:00,Plant_A,21.99,76.32,0.5,10.960000000000036,0.7631999999999999
890,L48069,L,295.6,306.1,1389,46.2,113,0,0,0,0,0,0,2023-02-07 01:00:00,Plant_A,24.86,89.59,0.0,8.090000000000032,0.8959
891,L48070,L,295.6,306.0,1370,52.4,115,0,0,0,0,0,0,2023-02-07 02:00:00,Plant_A,34.45,44.96,2.0,-1.599999999999966,0.4496
892,L48071,L,295.7,306.1,1408,47.9,117,0,0,0,0,0,0,2023-02-07 03:00:00,Plant_A,37.11,60.07,0.0,-4.159999999999968,0.6007
893,L48072,L,295.7,306.1,1343,54.4,119,0,0,0,0,0,0,2023-02-07 04:00:00,Plant_A,36.6,80.0,0.2,-3.6499999999999773,0.8
894,M15753,M,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,2023-02-07 05:00:00,Plant_A,27.94,50.2,0.5,5.110000000000014,0.502
895,L48074,L,295.6,306.2,1426,48.6,124,0,0,0,0,0,0,2023-02-07 06:00:00,Plant_A,33.36,67.75,0.0,-0.3100000000000023,0.6775
896,M15755,M,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,2023-02-07 07:00:00,Plant_A,24.1,76.65,0.0,8.949999999999989,0.7665000000000001
897,L48076,L,295.5,306.1,1573,35.1,129,0,0,0,0,0,0,2023-02-07 08:00:00,Plant_A,25.86,70.8,0.0,7.090000000000032,0.708
898,L48077,L,295.6,306.2,1612,31.2,131,0,0,0,0,0,0,2023-02-07 09:00:00,Plant_A,37.93,49.4,0.0,-4.8799999999999955,0.494
899,L48078,L,295.6,306.2,1446,49.9,133,0,0,0,0,0,0,2023-02-07 10:00:00,Plant_A,20.26,57.77,0.0,12.79000000000002,0.5777
900,H30313,H,295.6,306.2,1329,55.3,135,0,0,0,0,0,0,2023-02-07 11:00:00,Plant_A,21.71,79.19,2.0,11.340000000000032,0.7918999999999999
901,L48080,L,295.6,306.2,1569,35.1,140,0,0,0,0,0,0,2023-02-07 12:00:00,Plant_A,24.16,67.71,1.0,8.889999999999986,0.6770999999999999
902,H30315,H,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,2023-02-07 13:00:00,Plant_A,20.53,40.26,0.0,12.420000000000073,0.40259999999999996
903,L48082,L,295.6,306.1,1383,48.7,147,0,0,0,0,0,0,2023-02-07 14:00:00,Plant_A,23.63,78.05,0.0,9.32000000000005,0.7805
904,L48083,L,295.7,306.2,2270,14.6,149,1,0,0,1,0,0,2023-02-07 15:00:00,Plant_A,31.66,41.77,0.5,1.3899999999999864,0.4177
905,H30318,H,295.7,306.2,1458,49.8,151,0,0,0,0,0,0,2023-02-07 16:00:00,Plant_A,28.43,77.29,0.5,4.6200000000000045,0.7729
906,L48085,L,295.6,306.1,1474,41.2,156,0,0,0,0,0,0,2023-02-07 17:00:00,Plant_A,37.85,50.12,2.0,-4.899999999999977,0.5012
907,M15766,M,295.6,306.1,1462,49.2,158,0,0,0,0,0,0,2023-02-07 18:00:00,Plant_A,36.35,87.9,1.0,-3.3999999999999773,0.879
908,M15767,M,295.6,306.1,1669,29.0,161,0,0,0,0,0,0,2023-02-07 19:00:00,Plant_A,26.84,58.4,0.5,6.1100000000000705,0.584
909,M15768,M,295.5,306.1,1822,24.3,164,0,0,0,0,0,0,2023-02-07 20:00:00,Plant_A,25.19,56.35,2.0,7.760000000000048,0.5635
910,L48089,L,295.5,306.0,1456,39.2,167,0,0,0,0,0,0,2023-02-07 21:00:00,Plant_A,27.59,47.44,2.0,5.260000000000048,0.4744
911,L48090,L,295.5,306.0,1546,35.9,169,0,0,0,0,0,0,2023-02-07 22:00:00,Plant_A,31.81,55.28,0.0,1.0400000000000205,0.5528
912,M15771,M,295.6,306.1,1490,42.7,171,0,0,0,0,0,0,2023-02-07 23:00:00,Plant_A,25.36,83.83,1.0,7.590000000000032,0.8382999999999999
913,L48092,L,295.6,306.0,1569,40.4,174,0,0,0,0,0,0,2023-02-08 00:00:00,Plant_A,32.48,89.82,0.5,0.37000000000000455,0.8981999999999999
914,L48093,L,295.5,306.0,1621,29.5,176,0,0,0,0,0,0,2023-02-08 01:00:00,Plant_A,28.19,58.42,1.0,4.660000000000025,0.5842
915,M15774,M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,2023-02-08 02:00:00,Plant_A,31.04,62.43,0.0,1.7099999999999795,0.6243
916,M15775,M,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,2023-02-08 03:00:00,Plant_A,28.72,76.1,0.0,3.930000000000007,0.7609999999999999
917,M15776,M,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,2023-02-08 04:00:00,Plant_A,25.89,84.31,1.0,6.760000000000048,0.8431000000000001
918,L48097,L,295.3,305.7,1475,51.0,187,0,0,0,0,0,0,2023-02-08 05:00:00,Plant_A,38.97,69.65,0.0,-6.420000000000016,0.6965
919,M15778,M,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,2023-02-08 06:00:00,Plant_A,35.27,59.58,0.0,-2.7199999999999704,0.5958
920,L48099,L,295.4,305.8,1407,50.7,192,0,0,0,0,0,0,2023-02-08 07:00:00,Plant_A,22.8,60.63,1.0,9.850000000000023,0.6063000000000001
921,M15780,M,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,2023-02-08 08:00:00,Plant_A,37.37,74.78,0.5,-4.6200000000000045,0.7478
922,H30335,H,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,2023-02-08 09:00:00,Plant_A,29.75,40.16,0.2,3.0,0.40159999999999996
923,M15782,M,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,2023-02-08 10:00:00,Plant_A,37.89,70.98,0.0,-5.139999999999986,0.7098
924,M15783,M,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,2023-02-08 11:00:00,Plant_A,36.0,57.77,0.0,-3.1499999999999773,0.5777
925,L48104,L,295.5,306.0,1800,27.6,208,0,0,0,0,0,0,2023-02-08 12:00:00,Plant_A,28.5,79.71,0.0,4.350000000000023,0.7970999999999999
926,H30339,H,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,2023-02-08 13:00:00,Plant_A,20.45,44.65,1.0,12.500000000000057,0.4465
927,L48106,L,295.6,306.1,1372,55.6,215,1,0,0,0,1,0,2023-02-08 14:00:00,Plant_A,25.37,69.41,0.0,7.580000000000041,0.6940999999999999
928,H30341,H,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,2023-02-08 15:00:00,Plant_A,30.83,64.05,1.0,2.0200000000000387,0.6405
929,L48108,L,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,2023-02-08 16:00:00,Plant_A,32.67,72.12,2.0,0.18000000000000682,0.7212000000000001
930,L48109,L,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,2023-02-08 17:00:00,Plant_A,25.16,43.24,0.0,7.689999999999998,0.4324
931,M15790,M,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,2023-02-08 18:00:00,Plant_A,22.79,69.0,0.0,9.95999999999998,0.69
932,L48111,L,295.5,305.9,1542,36.2,12,0,0,0,0,0,0,2023-02-08 19:00:00,Plant_A,36.7,68.07,0.0,-3.9499999999999886,0.6807
933,L48112,L,295.6,306.0,1363,50.0,14,0,0,0,0,0,0,2023-02-08 20:00:00,Plant_A,39.69,68.03,0.0,-6.839999999999975,0.6803
934,L48113,L,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,2023-02-08 21:00:00,Plant_A,30.51,70.17,0.0,2.340000000000032,0.7017
935,M15794,M,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,2023-02-08 22:00:00,Plant_A,23.43,73.82,2.0,9.420000000000016,0.7382
936,M15795,M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,2023-02-08 23:00:00,Plant_A,25.45,80.25,1.0,7.400000000000034,0.8025
937,M15796,M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,2023-02-09 00:00:00,Plant_A,20.37,53.49,2.0,12.580000000000041,0.5349
938,L48117,L,295.6,306.2,1263,61.8,27,0,0,0,0,0,0,2023-02-09 01:00:00,Plant_A,38.29,81.25,0.0,-5.240000000000009,0.8125
939,L48118,L,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,2023-02-09 02:00:00,Plant_A,22.36,64.91,0.0,10.689999999999998,0.6491
940,L48119,L,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,2023-02-09 03:00:00,Plant_A,31.53,43.85,0.2,1.4200000000000728,0.4385
941,L48120,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,2023-02-09 04:00:00,Plant_A,25.48,42.93,0.0,7.569999999999993,0.4293
942,L48121,L,295.6,306.2,1650,28.2,35,0,0,0,0,0,0,2023-02-09 05:00:00,Plant_A,31.08,56.71,0.5,1.9700000000000273,0.5671
943,M15802,M,295.7,306.3,1462,44.3,37,0,0,0,0,0,0,2023-02-09 06:00:00,Plant_A,33.03,79.24,0.0,0.12000000000006139,0.7924
944,M15803,M,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,2023-02-09 07:00:00,Plant_A,36.59,75.38,2.0,-3.5400000000000205,0.7537999999999999
945,M15804,M,295.7,306.3,1712,28.5,43,0,0,0,0,0,0,2023-02-09 08:00:00,Plant_A,24.13,79.43,0.5,9.020000000000039,0.7943000000000001
946,M15805,M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,2023-02-09 09:00:00,Plant_A,20.22,65.86,0.5,12.930000000000007,0.6586
947,L48126,L,295.6,306.2,1287,54.8,49,0,0,0,0,0,0,2023-02-09 10:00:00,Plant_A,22.74,62.01,0.5,10.310000000000002,0.6201
948,L48127,L,295.6,306.2,1428,44.5,51,0,0,0,0,0,0,2023-02-09 11:00:00,Plant_A,38.0,47.37,0.2,-4.949999999999989,0.47369999999999995
949,M15808,M,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,2023-02-09 12:00:00,Plant_A,37.48,56.41,0.0,-4.329999999999984,0.5640999999999999
950,L48129,L,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,2023-02-09 13:00:00,Plant_A,31.95,61.7,2.0,1.2000000000000455,0.617
951,L48130,L,295.6,306.2,1424,42.5,58,0,0,0,0,0,0,2023-02-09 14:00:00,Plant_A,32.01,44.43,0.0,1.0400000000000205,0.4443
952,H30365,H,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,2023-02-09 15:00:00,Plant_A,33.3,51.03,0.2,-0.14999999999997726,0.5103
953,L48132,L,295.5,306.2,1448,48.9,65,0,0,0,0,0,0,2023-02-09 16:00:00,Plant_A,23.51,69.91,0.0,9.54000000000002,0.6990999999999999
954,L48133,L,295.5,306.1,1650,32.8,67,0,0,0,0,0,0,2023-02-09 17:00:00,Plant_A,38.29,76.78,0.0,-5.339999999999975,0.7678
955,H30368,H,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,2023-02-09 18:00:00,Plant_A,28.38,89.92,2.0,4.670000000000016,0.8992
956,L48135,L,295.6,306.3,1911,20.9,74,0,0,0,0,0,0,2023-02-09 19:00:00,Plant_A,27.66,86.66,2.0,5.490000000000009,0.8665999999999999
957,H30370,H,295.6,306.2,1632,32.2,76,0,0,0,0,0,0,2023-02-09 20:00:00,Plant_A,30.38,72.13,0.0,2.670000000000016,0.7212999999999999
958,M15817,M,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,2023-02-09 21:00:00,Plant_A,20.94,61.06,0.0,12.310000000000002,0.6106
959,L48138,L,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,2023-02-09 22:00:00,Plant_A,23.33,71.81,1.0,9.920000000000016,0.7181000000000001
960,L48139,L,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,2023-02-09 23:00:00,Plant_A,34.76,79.28,1.0,-1.4099999999999682,0.7928000000000001
961,L48140,L,295.8,306.5,1534,37.9,88,0,0,0,0,0,0,2023-02-10 00:00:00,Plant_A,21.66,45.92,0.2,11.689999999999998,0.4592
962,L48141,L,295.8,306.5,1493,40.5,90,0,0,0,0,0,0,2023-02-10 01:00:00,Plant_A,32.06,60.5,1.0,1.2900000000000205,0.605
963,M15822,M,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,2023-02-10 02:00:00,Plant_A,24.91,81.99,2.0,8.54000000000002,0.8199
964,L48143,L,295.8,306.6,1621,31.6,95,0,0,0,0,0,0,2023-02-10 03:00:00,Plant_A,27.79,59.19,1.0,5.660000000000025,0.5919
965,L48144,L,295.7,306.5,1737,26.2,97,0,0,0,0,0,0,2023-02-10 04:00:00,Plant_A,25.77,68.59,0.0,7.580000000000041,0.6859000000000001
966,L48145,L,295.8,306.6,1508,46.5,99,0,0,0,0,0,0,2023-02-10 05:00:00,Plant_A,27.11,69.39,0.0,6.340000000000032,0.6939
967,M15826,M,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,2023-02-10 06:00:00,Plant_A,34.38,49.22,0.0,-1.0299999999999727,0.49219999999999997
968,M15827,M,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,2023-02-10 07:00:00,Plant_A,25.94,58.11,1.0,7.510000000000048,0.5811
969,L48148,L,295.9,306.7,1547,40.9,107,0,0,0,0,0,0,2023-02-10 08:00:00,Plant_A,31.33,56.73,0.2,2.2200000000000273,0.5672999999999999
970,L48149,L,295.9,306.6,1412,41.0,109,0,0,0,0,0,0,2023-02-10 09:00:00,Plant_A,29.52,41.31,0.5,3.9300000000000637,0.4131
971,L48150,L,295.8,306.5,1568,35.1,111,0,0,0,0,0,0,2023-02-10 10:00:00,Plant_A,33.27,41.21,0.5,0.08000000000004093,0.4121
972,L48151,L,295.9,306.6,1557,41.1,113,0,0,0,0,0,0,2023-02-10 11:00:00,Plant_A,38.74,81.58,0.0,-5.289999999999964,0.8158
973,L48152,L,295.8,306.6,1644,35.2,115,0,0,0,0,0,0,2023-02-10 12:00:00,Plant_A,34.65,53.65,0.5,-1.1999999999999318,0.5365
974,L48153,L,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,2023-02-10 13:00:00,Plant_A,24.3,65.9,0.5,9.150000000000034,0.659
975,L48154,L,296.0,306.6,1511,35.2,119,0,0,0,0,0,0,2023-02-10 14:00:00,Plant_A,20.62,54.94,0.0,12.830000000000041,0.5494
976,M15835,M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,2023-02-10 15:00:00,Plant_A,25.25,87.03,0.0,8.200000000000045,0.8703
977,M15836,M,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,2023-02-10 16:00:00,Plant_A,31.9,52.96,1.0,1.5500000000000682,0.5296
978,L48157,L,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,2023-02-10 17:00:00,Plant_A,21.03,61.48,0.0,12.520000000000039,0.6148
979,M15838,M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,2023-02-10 18:00:00,Plant_A,29.93,83.64,0.0,3.7200000000000273,0.8364
980,L48159,L,296.2,306.8,1389,53.3,132,0,0,0,0,0,0,2023-02-10 19:00:00,Plant_A,31.94,82.1,2.0,1.7100000000000364,0.821
981,L48160,L,296.1,306.7,1409,42.8,134,0,0,0,0,0,0,2023-02-10 20:00:00,Plant_A,26.68,49.31,0.0,6.8700000000000045,0.49310000000000004
982,L48161,L,296.2,306.8,1655,31.1,136,0,0,0,0,0,0,2023-02-10 21:00:00,Plant_A,35.42,80.13,0.0,-1.7699999999999818,0.8012999999999999
983,L48162,L,296.2,306.9,1516,39.1,138,0,0,0,0,0,0,2023-02-10 22:00:00,Plant_A,22.13,62.91,0.2,11.620000000000005,0.6291
984,L48163,L,296.2,306.9,1526,34.9,140,0,0,0,0,0,0,2023-02-10 23:00:00,Plant_A,21.5,64.15,1.0,12.25,0.6415000000000001
985,L48164,L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,2023-02-11 00:00:00,Plant_A,34.56,46.67,0.2,-0.6099999999999568,0.4667
986,L48165,L,296.4,307.2,1748,25.3,144,0,0,0,0,0,0,2023-02-11 01:00:00,Plant_A,29.91,44.03,0.0,4.139999999999986,0.4403
987,H30400,H,296.4,307.1,1638,32.5,146,0,0,0,0,0,0,2023-02-11 02:00:00,Plant_A,33.77,76.4,0.0,0.18000000000006366,0.764
988,M15847,M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,2023-02-11 03:00:00,Plant_A,28.7,64.82,0.0,5.250000000000057,0.6481999999999999
989,H30402,H,296.3,307.1,1774,25.9,154,0,0,0,0,0,0,2023-02-11 04:00:00,Plant_A,24.93,61.84,0.5,9.020000000000039,0.6184000000000001
990,M15849,M,296.2,307.0,2119,18.3,159,0,0,0,0,0,0,2023-02-11 05:00:00,Plant_A,36.38,76.48,2.0,-2.5299999999999727,0.7648
991,L48170,L,296.2,307.0,1414,48.3,162,0,0,0,0,0,0,2023-02-11 06:00:00,Plant_A,35.99,78.28,2.0,-2.1399999999999864,0.7828
992,M15851,M,296.1,307.0,1523,42.0,164,0,0,0,0,0,0,2023-02-11 07:00:00,Plant_A,33.89,47.95,0.2,-0.03999999999996362,0.47950000000000004
993,L48172,L,296.1,307.1,1651,35.7,167,0,0,0,0,0,0,2023-02-11 08:00:00,Plant_A,25.44,70.51,0.0,8.510000000000048,0.7051000000000001
994,M15853,M,296.1,307.1,1485,36.0,169,0,0,0,0,0,0,2023-02-11 09:00:00,Plant_A,31.8,46.77,2.0,2.150000000000034,0.4677
995,M15854,M,296.2,307.2,1168,63.4,172,0,0,0,0,0,0,2023-02-11 10:00:00,Plant_A,27.22,77.57,0.0,6.829999999999984,0.7757
996,L48175,L,296.3,307.3,1566,35.8,175,0,0,0,0,0,0,2023-02-11 11:00:00,Plant_A,21.83,72.85,2.0,12.32000000000005,0.7284999999999999
997,M15856,M,296.3,307.2,1286,51.1,177,0,0,0,0,0,0,2023-02-11 12:00:00,Plant_A,38.35,87.83,1.0,-4.300000000000011,0.8783
998,M15857,M,296.3,307.2,1446,45.9,180,0,0,0,0,0,0,2023-02-11 13:00:00,Plant_A,22.74,43.45,1.0,11.310000000000002,0.43450000000000005
999,M15858,M,296.4,307.2,2071,19.4,183,0,0,0,0,0,0,2023-02-11 14:00:00,Plant_A,39.0,42.85,2.0,-4.949999999999989,0.4285
1000,L48179,L,296.3,307.1,1560,33.2,186,0,0,0,0,0,0,2023-02-11 15:00:00,Plant_A,28.92,54.11,0.0,5.03000000000003,0.5411
1001,L48180,L,296.3,307.1,1654,29.6,188,0,0,0,0,0,0,2023-02-11 16:00:00,Plant_A,28.92,54.11,0.0,5.03000000000003,0.5411
